scenario,substrate_config,substrate_fraction,revassim_rate,region,year_260_slavic_share_mean,year_260_slavic_share_sd,year_260_pop_mean,run_count
slavic3,cbi_only,0.10,0.045,Lower Danubian Frontier,0.993205,0.013487,3135.40,10
slavic3,cbi_only,0.10,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.20,0.000,Carpatho-Balkan Interior,0.998254,0.000617,17333.70,10
slavic3,cbi_only,0.20,0.000,Pannonian Plain,0.991613,0.008124,1657.90,10
slavic3,cbi_only,0.20,0.000,Aegean Littoral,0.997669,0.001410,6724.40,10
slavic3,cbi_only,0.20,0.000,Peloponnese,0.996435,0.005097,748.30,10
slavic3,cbi_only,0.20,0.000,Albanian Highlands,0.998767,0.001524,2832.30,10
slavic3,cbi_only,0.20,0.000,Adriatic Coastal,0.999834,0.000295,2191.40,10
slavic3,cbi_only,0.20,0.000,Lower Danubian Frontier,0.999010,0.001740,3699.20,10
slavic3,cbi_only,0.20,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.20,0.005,Carpatho-Balkan Interior,0.997841,0.001017,16527.90,10
slavic3,cbi_only,0.20,0.005,Pannonian Plain,0.984587,0.023059,1873.40,10
slavic3,cbi_only,0.20,0.005,Aegean Littoral,0.998396,0.000683,7250.60,10
slavic3,cbi_only,0.20,0.005,Peloponnese,0.997264,0.004681,795.30,10
slavic3,cbi_only,0.20,0.005,Albanian Highlands,0.998935,0.001414,2766.00,10
slavic3,cbi_only,0.20,0.005,Adriatic Coastal,0.999120,0.001116,2098.50,10
slavic3,cbi_only,0.20,0.005,Lower Danubian Frontier,0.999173,0.000936,3151.20,10
slavic3,cbi_only,0.20,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.20,0.015,Carpatho-Balkan Interior,0.997946,0.000906,16998.00,10
slavic3,cbi_only,0.20,0.015,Pannonian Plain,0.978376,0.034206,1623.50,10
slavic3,cbi_only,0.20,0.015,Aegean Littoral,0.864729,0.115620,5156.30,10
slavic3,cbi_only,0.20,0.015,Peloponnese,0.516229,0.466145,510.80,10
slavic3,cbi_only,0.20,0.015,Albanian Highlands,0.998816,0.001702,2696.30,10
slavic3,cbi_only,0.20,0.015,Adriatic Coastal,0.951349,0.150822,1761.00,10
slavic3,cbi_only,0.20,0.015,Lower Danubian Frontier,0.998448,0.002096,3264.90,10
slavic3,cbi_only,0.20,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.20,0.030,Carpatho-Balkan Interior,0.926682,0.081408,13554.40,10
slavic3,cbi_only,0.20,0.030,Pannonian Plain,0.793853,0.241552,1334.80,10
slavic3,cbi_only,0.20,0.030,Aegean Littoral,0.320735,0.187006,2636.80,10
slavic3,cbi_only,0.20,0.030,Peloponnese,0.002431,0.004404,200.10,10
slavic3,cbi_only,0.20,0.030,Albanian Highlands,0.419039,0.446032,1386.20,10
slavic3,cbi_only,0.20,0.030,Adriatic Coastal,0.371470,0.478545,866.70,10
slavic3,cbi_only,0.20,0.030,Lower Danubian Frontier,0.999236,0.000744,3026.50,10
slavic3,cbi_only,0.20,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.20,0.045,Carpatho-Balkan Interior,0.707483,0.096993,9344.40,10
slavic3,cbi_only,0.20,0.045,Pannonian Plain,0.823134,0.151726,1064.70,10
slavic3,cbi_only,0.20,0.045,Aegean Littoral,0.110544,0.101720,2233.90,10
slavic3,cbi_only,0.20,0.045,Peloponnese,0.000000,0.000000,251.80,10
slavic3,cbi_only,0.20,0.045,Albanian Highlands,0.000419,0.000707,864.60,10
slavic3,cbi_only,0.20,0.045,Adriatic Coastal,0.001531,0.002844,531.30,10
slavic3,cbi_only,0.20,0.045,Lower Danubian Frontier,0.990800,0.018157,3705.00,10
slavic3,cbi_only,0.20,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.30,0.000,Carpatho-Balkan Interior,0.998470,0.000674,16583.40,10
slavic3,cbi_only,0.30,0.000,Pannonian Plain,0.997155,0.002481,1934.70,10
slavic3,cbi_only,0.30,0.000,Aegean Littoral,0.997464,0.001331,7344.50,10
slavic3,cbi_only,0.30,0.000,Peloponnese,0.998839,0.002198,770.90,10
slavic3,cbi_only,0.30,0.000,Albanian Highlands,0.998664,0.001184,2746.40,10
slavic3,cbi_only,0.30,0.000,Adriatic Coastal,0.997606,0.003910,1691.40,10
slavic3,cbi_only,0.30,0.000,Lower Danubian Frontier,0.999463,0.000575,3515.70,10
slavic3,cbi_only,0.30,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.30,0.005,Carpatho-Balkan Interior,0.998725,0.000672,16844.90,10
slavic3,cbi_only,0.30,0.005,Pannonian Plain,0.995186,0.006514,1544.10,10
slavic3,cbi_only,0.30,0.005,Aegean Littoral,0.997356,0.001539,6908.00,10
slavic3,cbi_only,0.30,0.005,Peloponnese,0.994935,0.007306,814.60,10
slavic3,cbi_only,0.30,0.005,Albanian Highlands,0.999723,0.000329,2673.00,10
slavic3,cbi_only,0.30,0.005,Adriatic Coastal,0.998493,0.001584,2114.30,10
slavic3,cbi_only,0.30,0.005,Lower Danubian Frontier,0.999065,0.001016,3071.20,10
slavic3,cbi_only,0.30,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.30,0.015,Carpatho-Balkan Interior,0.998331,0.000773,17040.10,10
slavic3,cbi_only,0.30,0.015,Pannonian Plain,0.981918,0.029776,1588.00,10
slavic3,cbi_only,0.30,0.015,Aegean Littoral,0.891091,0.081369,5676.90,10
slavic3,cbi_only,0.30,0.015,Peloponnese,0.455226,0.466209,454.00,10
slavic3,cbi_only,0.30,0.015,Albanian Highlands,0.997652,0.002439,2880.60,10
slavic3,cbi_only,0.30,0.015,Adriatic Coastal,0.955593,0.132585,1873.20,10
slavic3,cbi_only,0.30,0.015,Lower Danubian Frontier,0.998647,0.001482,3316.70,10
slavic3,cbi_only,0.30,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.30,0.030,Carpatho-Balkan Interior,0.983129,0.030329,15468.00,10
slavic3,cbi_only,0.30,0.030,Pannonian Plain,0.876394,0.217707,1162.90,10
slavic3,cbi_only,0.30,0.030,Aegean Littoral,0.523064,0.143054,3331.90,10
slavic3,cbi_only,0.30,0.030,Peloponnese,0.080411,0.248097,263.20,10
slavic3,cbi_only,0.30,0.030,Albanian Highlands,0.643672,0.443397,1905.60,10
slavic3,cbi_only,0.30,0.030,Adriatic Coastal,0.133595,0.271650,769.20,10
slavic3,cbi_only,0.30,0.030,Lower Danubian Frontier,0.999139,0.001424,3600.70,10
slavic3,cbi_only,0.30,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.30,0.045,Carpatho-Balkan Interior,0.882650,0.099721,13110.40,10
slavic3,cbi_only,0.30,0.045,Pannonian Plain,0.745489,0.252671,895.60,10
slavic3,cbi_only,0.30,0.045,Aegean Littoral,0.224342,0.188310,2199.20,10
slavic3,cbi_only,0.30,0.045,Peloponnese,0.000000,0.000000,235.50,10
slavic3,cbi_only,0.30,0.045,Albanian Highlands,0.072240,0.195361,724.20,10
slavic3,cbi_only,0.30,0.045,Adriatic Coastal,0.000000,0.000000,529.20,10
slavic3,cbi_only,0.30,0.045,Lower Danubian Frontier,0.995044,0.011248,3378.10,10
slavic3,cbi_only,0.30,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.40,0.000,Carpatho-Balkan Interior,0.999059,0.000381,16280.20,10
slavic3,cbi_only,0.40,0.000,Pannonian Plain,0.994028,0.009468,1657.80,10
slavic3,cbi_only,0.40,0.000,Aegean Littoral,0.997487,0.001074,6708.50,10
slavic3,cbi_only,0.40,0.000,Peloponnese,0.995695,0.006503,679.40,10
slavic3,cbi_only,0.40,0.000,Albanian Highlands,0.997657,0.003721,2746.50,10
slavic3,cbi_only,0.40,0.000,Adriatic Coastal,0.998590,0.002172,1984.60,10
slavic3,cbi_only,0.40,0.000,Lower Danubian Frontier,0.999178,0.001314,2951.30,10
slavic3,cbi_only,0.40,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.40,0.005,Carpatho-Balkan Interior,0.999086,0.000685,16647.60,10
slavic3,cbi_only,0.40,0.005,Pannonian Plain,0.995967,0.004360,1362.70,10
slavic3,cbi_only,0.40,0.005,Aegean Littoral,0.996288,0.001676,6551.30,10
slavic3,cbi_only,0.40,0.005,Peloponnese,0.998864,0.001469,821.20,10
slavic3,cbi_only,0.40,0.005,Albanian Highlands,0.999244,0.001191,2787.60,10
slavic3,cbi_only,0.40,0.005,Adriatic Coastal,0.999359,0.000793,1937.30,10
slavic3,cbi_only,0.40,0.005,Lower Danubian Frontier,0.999175,0.001027,3183.30,10
slavic3,cbi_only,0.40,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.40,0.015,Carpatho-Balkan Interior,0.999108,0.000540,16298.60,10
slavic3,cbi_only,0.40,0.015,Pannonian Plain,0.976859,0.055137,1523.70,10
slavic3,cbi_only,0.40,0.015,Aegean Littoral,0.876509,0.091732,5469.00,10
slavic3,cbi_only,0.40,0.015,Peloponnese,0.632273,0.463053,460.10,10
slavic3,cbi_only,0.40,0.015,Albanian Highlands,0.998851,0.001250,3127.90,10
slavic3,cbi_only,0.40,0.015,Adriatic Coastal,0.905021,0.295925,1821.10,10
slavic3,cbi_only,0.40,0.015,Lower Danubian Frontier,0.999394,0.001240,3046.30,10
slavic3,cbi_only,0.40,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.40,0.030,Carpatho-Balkan Interior,0.998812,0.000917,16894.00,10
slavic3,cbi_only,0.40,0.030,Pannonian Plain,0.891336,0.192513,1083.00,10
slavic3,cbi_only,0.40,0.030,Aegean Littoral,0.625623,0.124770,3396.60,10
slavic3,cbi_only,0.40,0.030,Peloponnese,0.002072,0.003760,266.20,10
slavic3,cbi_only,0.40,0.030,Albanian Highlands,0.889208,0.265603,1892.20,10
slavic3,cbi_only,0.40,0.030,Adriatic Coastal,0.323692,0.442125,1127.50,10
slavic3,cbi_only,0.40,0.030,Lower Danubian Frontier,0.998961,0.001464,3395.00,10
slavic3,cbi_only,0.40,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.40,0.045,Carpatho-Balkan Interior,0.998434,0.000853,17641.40,10
slavic3,cbi_only,0.40,0.045,Pannonian Plain,0.869065,0.155768,947.60,10
slavic3,cbi_only,0.40,0.045,Aegean Littoral,0.606666,0.146339,3241.10,10
slavic3,cbi_only,0.40,0.045,Peloponnese,0.000000,0.000000,278.60,10
slavic3,cbi_only,0.40,0.045,Albanian Highlands,0.723324,0.252272,1530.70,10
slavic3,cbi_only,0.40,0.045,Adriatic Coastal,0.086066,0.272163,641.60,10
slavic3,cbi_only,0.40,0.045,Lower Danubian Frontier,0.998446,0.001870,2804.40,10
slavic3,cbi_only,0.40,0.045,unassigned,0.000000,0.000000,0.00,10
arabic,none,0.30,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,none,0.30,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,none,0.30,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,none,0.30,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,none,0.30,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,none,0.30,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,none,0.30,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,none,0.30,0.000,unassigned,1.000000,0.000000,738.70,10
arabic,uniform,0.10,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,uniform,0.10,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,uniform,0.10,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,uniform,0.10,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,uniform,0.10,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,uniform,0.10,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,uniform,0.10,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,uniform,0.10,0.000,unassigned,1.000000,0.000000,738.70,10
arabic,uniform,0.20,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,uniform,0.20,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,uniform,0.20,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,uniform,0.20,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,uniform,0.20,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,uniform,0.20,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,uniform,0.20,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,uniform,0.20,0.000,unassigned,1.000000,0.000000,738.70,10
arabic,uniform,0.30,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,uniform,0.30,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,uniform,0.30,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,uniform,0.30,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,uniform,0.30,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,uniform,0.30,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,uniform,0.30,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,uniform,0.30,0.000,unassigned,1.000000,0.000000,738.70,10
arabic,uniform,0.40,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,uniform,0.40,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,uniform,0.40,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,uniform,0.40,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,uniform,0.40,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,uniform,0.40,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,uniform,0.40,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,uniform,0.40,0.000,unassigned,1.000000,0.000000,738.70,10
arabic,cbi_only,0.10,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,cbi_only,0.10,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,cbi_only,0.10,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,cbi_only,0.10,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,cbi_only,0.10,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,cbi_only,0.10,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,cbi_only,0.10,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,cbi_only,0.10,0.000,unassigned,1.000000,0.000000,738.70,10
arabic,cbi_only,0.20,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,cbi_only,0.20,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,cbi_only,0.20,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,cbi_only,0.20,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,cbi_only,0.20,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,cbi_only,0.20,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,cbi_only,0.20,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,cbi_only,0.20,0.000,unassigned,1.000000,0.000000,738.70,10
arabic,cbi_only,0.30,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,cbi_only,0.30,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,cbi_only,0.30,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,cbi_only,0.30,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,cbi_only,0.30,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,cbi_only,0.30,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,cbi_only,0.30,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,cbi_only,0.30,0.000,unassigned,1.000000,0.000000,738.70,10
arabic,cbi_only,0.40,0.000,Carpatho-Balkan Interior,0.056687,0.007685,4048.00,10
arabic,cbi_only,0.40,0.000,Pannonian Plain,1.000000,0.000000,206.10,10
arabic,cbi_only,0.40,0.000,Aegean Littoral,1.000000,0.000000,186.20,10
arabic,cbi_only,0.40,0.000,Peloponnese,1.000000,0.000000,24.10,10
arabic,cbi_only,0.40,0.000,Albanian Highlands,1.000000,0.000000,67.40,10
arabic,cbi_only,0.40,0.000,Adriatic Coastal,1.000000,0.000000,33.70,10
arabic,cbi_only,0.40,0.000,Lower Danubian Frontier,1.000000,0.000000,577.40,10
arabic,cbi_only,0.40,0.000,unassigned,1.000000,0.000000,738.70,10
